match_id;team_id;date_id;result;min;pts;fgm;fga;fgp;tpm;tpa;tpp;ftm;fta;ftp;oreb;dreb;reb;ast;tov;stl;blk;pf
11272022DET;DET;39;L;48;94;36;79;45.6;8;28;28.6;14;26;53.8;7;29;36;14;16;9;6;26
11272022MIL;DAL;39;L;48;115;41;80;51.3;17;41;41.5;16;25;64.0;6;26;32;23;13;6;2;17
11272022BKN;POR;39;L;48;97;35;79;44.3;12;33;36.4;15;22;68.2;11;31;42;27;13;4;2;16
11282022LAL;LAL;40;L;48;115;40;93;43.0;11;31;35.5;24;31;77.4;18;39;57;23;14;3;7;16
11282022BKN;ORL;40;L;48;102;38;80;47.5;13;31;41.9;13;22;59.1;9;26;35;18;18;9;5;18
11282022UTA;UTA;40;L;48;107;41;85;48.2;19;49;38.8;6;15;40.0;9;36;45;30;14;5;4;17
11282022NOP;NOP;40;W;48;105;39;87;44.8;9;32;28.1;18;20;90.0;14;35;49;21;22;12;8;18
11282022SAC;SAC;40;L;48;117;46;88;52.3;9;25;36.0;16;18;88.9;8;29;37;32;16;9;7;15
11282022WAS;MIN;40;L;48;127;42;84;50.0;7;27;25.9;36;42;85.7;15;30;45;20;18;4;3;23
11282022UTA;CHI;40;W;48;114;43;93;46.2;6;22;27.3;22;25;88.0;13;37;50;21;8;6;3;17
11282022PHI;PHI;40;W;48;104;39;86;45.3;10;28;35.7;16;18;88.9;10;27;37;23;12;10;3;19
11282022BKN;BKN;40;W;48;109;44;81;54.3;9;28;32.1;12;14;85.7;8;34;42;20;18;7;8;19
11282022SAC;PHX;40;W;48;122;50;94;53.2;10;32;31.3;12;14;85.7;11;34;45;26;17;9;7;20
11282022TOR;CLE;40;L;48;88;34;90;37.8;7;38;18.4;13;16;81.3;13;34;47;21;10;7;3;18
11282022NOP;OKC;40;L;48;101;34;92;37.0;12;38;31.6;21;23;91.3;18;29;47;16;19;11;4;22
11282022PHI;ATL;40;L;48;101;37;74;50.0;12;27;44.4;15;22;68.2;8;34;42;26;20;7;6;21
11282022LAL;IND;40;W;48;116;43;105;41.0;17;49;34.7;13;16;81.3;12;37;49;29;10;6;10;24
11282022DEN;HOU;40;L;48;113;39;85;45.9;16;44;36.4;19;25;76.0;12;25;37;25;17;4;2;20
11282022DEN;DEN;40;W;48;129;50;88;56.8;12;30;40.0;17;20;85.0;13;30;43;31;14;8;4;22
11282022WAS;WAS;40;W;48;142;52;91;57.1;15;31;48.4;23;27;85.2;7;27;34;31;7;12;5;25
11282022BOS;BOS;40;W;48;140;55;93;59.1;24;52;46.2;6;7;85.7;9;30;39;40;16;10;5;18
11282022BOS;CHA;40;L;48;105;42;86;48.8;11;29;37.9;10;15;66.7;13;24;37;28;20;7;2;14
11282022TOR;TOR;40;W;48;100;37;84;44.0;12;28;42.9;14;17;82.4;7;38;45;23;12;4;5;17
11292022DET;NYK;41;W;48;140;54;96;56.3;16;35;45.7;16;21;76.2;17;34;51;31;14;9;1;19
11292022DAL;DAL;41;W;48;116;42;91;46.2;15;44;34.1;17;27;63.0;8;31;39;21;14;7;4;21
11292022DET;DET;41;L;48;110;42;83;50.6;13;39;33.3;13;20;65.0;7;23;30;28;16;7;4;17
11292022POR;POR;41;L;48;112;42;90;46.7;17;35;48.6;11;15;73.3;9;34;43;24;11;6;7;23
11292022POR;LAC;41;W;48;118;41;89;46.1;13;31;41.9;23;28;82.1;14;34;48;26;13;6;7;18
11292022DAL;GSW;41;L;48;113;42;88;47.7;11;43;25.6;18;23;78.3;10;40;50;27;18;6;3;23
11302022UTA;UTA;42;W;48;125;45;81;55.6;14;32;43.8;21;28;75.0;13;33;46;24;18;4;7;24
11302022BKN;WAS;42;L;48;107;39;89;43.8;6;24;25.0;23;34;67.6;14;37;51;19;14;6;5;21
11302022BKN;BKN;42;W;48;113;39;84;46.4;11;26;42.3;24;26;92.3;4;31;35;22;9;8;7;25
11302022SAC;IND;42;L;48;114;40;100;40.0;12;37;32.4;22;30;73.3;12;35;47;28;15;8;5;21
11302022CLE;CLE;42;W;48;113;45;74;60.8;15;29;51.7;8;10;80.0;6;34;40;28;19;10;3;13
11302022NOP;TOR;42;L;48;108;42;88;47.7;11;38;28.9;13;19;68.4;3;27;30;29;16;12;7;21
11302022NYK;MIL;42;W;48;109;39;90;43.3;10;35;28.6;21;26;80.8;14;38;52;23;6;3;6;15
11302022BOS;MIA;42;L;48;121;47;90;52.2;18;40;45.0;9;9;100.0;9;23;32;25;15;8;3;21
11302022SAC;SAC;42;W;48;137;48;95;50.5;16;43;37.2;25;29;86.2;11;47;58;28;18;8;5;25
11302022DEN;DEN;42;W;48;120;44;83;53.0;17;32;53.1;15;20;75.0;8;34;42;30;12;6;8;21
11302022MIN;MEM;42;L;48;101;37;87;42.5;9;26;34.6;18;30;60.0;20;39;59;17;27;7;4;20
11302022UTA;LAC;42;L;48;112;37;93;39.8;10;30;33.3;28;36;77.8;17;22;39;16;11;9;5;23
11302022ORL;ORL;42;L;48;108;39;79;49.4;8;27;29.6;22;25;88.0;6;27;33;26;18;5;3;21
11302022MIN;MIN;42;W;48;109;41;89;46.1;12;39;30.8;15;19;78.9;5;24;29;26;13;13;11;25
11302022ORL;ATL;42;W;48;125;51;94;54.3;8;32;25.0;15;19;78.9;14;35;49;25;12;8;3;17
11302022NYK;NYK;42;L;48;103;42;100;42.0;6;30;20.0;13;20;65.0;19;36;55;18;8;2;3;20
11302022CLE;PHI;42;L;48;85;32;77;41.6;6;26;23.1;15;18;83.3;7;23;30;19;16;7;1;11
11302022PHX;CHI;42;L;48;113;41;82;50.0;4;25;16.0;27;33;81.8;5;30;35;21;12;5;6;19
11302022OKC;OKC;42;W;48;119;48;94;51.1;9;27;33.3;14;21;66.7;15;37;52;17;12;4;4;20
11302022NOP;NOP;42;W;48;126;45;86;52.3;14;33;42.4;22;26;84.6;12;40;52;28;20;10;4;16
11302022LAL;POR;42;L;48;109;42;90;46.7;8;24;33.3;17;21;81.0;12;33;45;21;12;4;5;25
11302022DEN;HOU;42;L;48;100;37;88;42.0;12;41;29.3;14;18;77.8;10;29;39;18;14;5;6;20
11302022PHX;PHX;42;W;48;132;49;93;52.7;15;33;45.5;19;21;90.5;10;36;46;22;14;3;5;28
11302022LAL;LAL;42;W;48;128;48;97;49.5;14;37;37.8;18;26;69.2;13;35;48;28;8;5;6;18
11302022BOS;BOS;42;W;48;134;46;83;55.4;22;45;48.9;20;23;87.0;11;30;41;32;18;7;0;18
11302022OKC;SAS;42;L;48;111;41;92;44.6;10;37;27.0;19;25;76.0;13;31;44;27;11;5;2;20
12012022DET;DET;43;W;53;131;51;94;54.3;15;35;42.9;14;24;58.3;13;39;52;29;13;9;0;26
12012022DET;DAL;43;L;53;125;46;86;53.5;19;46;41.3;14;29;48.3;4;26;30;25;13;8;7;24
12022022ATL;DEN;44;L;48;109;45;85;52.9;12;32;37.5;7;13;53.8;9;24;33;31;16;8;0;12
12022022PHX;PHX;44;L;48;121;45;85;52.9;17;37;45.9;14;19;73.7;9;28;37;30;18;9;5;28
12022022CHA;WAS;44;L;48;116;39;86;45.3;12;33;36.4;26;35;74.3;18;38;56;23;14;3;9;23
12022022BOS;BOS;44;L;53;116;40;87;46.0;15;45;33.3;21;28;75.0;7;41;48;26;20;6;2;18
12022022CHA;CHA;44;W;48;117;40;95;42.1;12;29;41.4;25;31;80.6;19;26;45;25;4;6;3;24
12022022MIL;LAL;44;W;48;133;52;96;54.2;11;26;42.3;18;24;75.0;12;32;44;32;4;6;4;16
12022022PHX;HOU;44;W;48;122;40;81;49.4;8;24;33.3;34;43;79.1;13;28;41;19;17;12;2;22
12022022CLE;CLE;44;W;48;107;41;84;48.8;16;42;38.1;9;9;100.0;5;28;33;22;13;7;5;14
12022022BOS;MIA;44;W;53;120;48;101;47.5;11;35;31.4;13;18;72.2;12;38;50;19;17;11;3;24
12022022SAS;NOP;44;W;48;117;40;92;43.5;12;42;28.6;25;26;96.2;10;43;53;25;9;9;5;18
12022022CLE;ORL;44;L;48;96;40;81;49.4;8;23;34.8;8;12;66.7;11;29;40;19;18;6;4;13
12022022BKN;TOR;44;L;48;105;38;87;43.7;7;24;29.2;22;30;73.3;11;32;43;16;14;7;2;19
12022022UTA;IND;44;L;48;119;40;92;43.5;12;34;35.3;27;33;81.8;9;26;35;25;19;12;5;35
12022022GSW;GSW;44;W;48;119;42;87;48.3;20;50;40.0;15;23;65.2;7;43;50;32;20;2;5;19
12022022MIL;MIL;44;L;48;129;50;94;53.2;17;43;39.5;12;15;80.0;10;32;42;29;10;2;5;18
12022022BKN;BKN;44;W;48;114;44;82;53.7;11;32;34.4;15;22;68.2;7;34;41;27;18;7;5;27
12022022SAS;SAS;44;L;48;99;38;98;38.8;11;39;28.2;12;16;75.0;10;39;49;26;12;4;4;23
12022022UTA;UTA;44;W;48;139;46;83;55.4;15;34;44.1;32;37;86.5;8;39;47;29;26;7;2;28
12022022MEM;MEM;44;W;48;117;42;97;43.3;11;30;36.7;22;28;78.6;19;38;57;22;12;8;11;18
12022022MEM;PHI;44;L;48;109;40;91;44.0;14;33;42.4;15;17;88.2;10;32;42;23;13;7;5;21
12022022GSW;CHI;44;L;48;111;43;93;46.2;9;27;33.3;16;24;66.7;6;38;44;28;12;7;1;28
12022022ATL;ATL;44;W;48;117;49;88;55.7;10;28;35.7;9;14;64.3;12;31;43;24;12;7;3;14
12032022MIN;OKC;45;W;48;135;48;93;51.6;11;26;42.3;28;35;80.0;13;29;42;26;21;11;5;18
12032022TOR;TOR;45;W;48;121;47;84;56.0;9;29;31.0;18;25;72.0;12;31;43;31;17;12;4;24
12032022TOR;ORL;45;L;48;108;38;78;48.7;11;28;39.3;21;26;80.8;5;24;29;23;16;9;2;20
12032022NYK;NYK;45;L;48;100;35;77;45.5;10;31;32.3;20;28;71.4;7;38;45;18;20;7;1;17
12032022CHA;MIL;45;W;48;105;39;83;47.0;12;32;37.5;15;19;78.9;8;39;47;24;22;5;8;17
12032022LAC;SAC;45;W;48;123;46;89;51.7;11;32;34.4;20;30;66.7;8;38;46;31;9;7;6;22
12032022GSW;HOU;45;L;48;101;40;91;44.0;3;28;10.7;18;20;90.0;14;31;45;17;15;6;4;14
12032022UTA;UTA;45;L;48;111;38;84;45.2;13;36;36.1;22;28;78.6;10;34;44;20;13;8;4;22
12032022GSW;GSW;45;W;48;120;45;85;52.9;25;52;48.1;5;10;50.0;6;29;35;34;14;8;5;24
12032022NYK;DAL;45;W;48;121;43;100;43.0;24;61;39.3;11;14;78.6;14;36;50;27;11;7;5;20
12032022MIN;MIN;45;L;48;128;47;89;52.8;10;30;33.3;24;30;80.0;12;32;44;25;23;13;10;23
12032022UTA;POR;45;W;48;116;41;85;48.2;10;25;40.0;24;31;77.4;12;37;49;19;13;5;6;20
12032022CHA;CHA;45;L;48;96;34;87;39.1;5;24;20.8;23;26;88.5;9;35;44;15;14;9;4;19
12032022LAC;LAC;45;L;48;96;33;93;35.5;9;33;27.3;21;26;80.8;17;33;50;15;18;4;3;23
12042022NOP;DEN;46;L;48;106;41;81;50.6;8;31;25.8;16;24;66.7;9;34;43;24;19;5;5;22
12042022SAS;PHX;46;W;48;133;49;94;52.1;19;37;51.4;16;20;80.0;14;31;45;38;11;5;0;18
12042022SAC;SAC;46;W;48;110;40;86;46.5;13;43;30.2;17;19;89.5;5;41;46;30;19;10;2;17
12042022SAC;CHI;46;L;48;101;38;86;44.2;9;25;36.0;16;19;84.2;7;32;39;17;16;9;5;16
12042022POR;POR;46;W;48;116;42;86;48.8;17;40;42.5;15;22;68.2;11;34;45;32;15;10;3;17
12042022NOP;NOP;46;W;48;121;41;81;50.6;11;26;42.3;28;36;77.8;6;30;36;29;11;10;5;22
12042022NYK;CLE;46;L;48;81;29;83;34.9;8;35;22.9;15;20;75.0;8;31;39;17;19;7;6;15
12042022POR;IND;46;L;48;100;40;91;44.0;10;33;30.3;10;12;83.3;12;32;44;22;15;10;5;22
12042022SAS;SAS;46;L;48;95;38;87;43.7;6;31;19.4;13;18;72.2;12;28;40;19;19;5;3;24
12042022BKN;BKN;46;L;48;92;34;84;40.5;9;26;34.6;15;22;68.2;11;34;45;17;15;6;7;18
12042022DET;DET;46;L;48;112;37;84;44.0;13;35;37.1;25;30;83.3;8;31;39;26;15;7;7;24
12042022DET;MEM;46;W;48;122;43;92;46.7;15;35;42.9;21;29;72.4;12;34;46;28;14;9;5;21
12042022BKN;BOS;46;W;48;103;35;81;43.2;15;38;39.5;18;20;90.0;8;40;48;18;17;11;9;19
12042022WAS;WAS;46;L;48;119;49;105;46.7;10;39;25.6;11;15;73.3;11;33;44;24;10;10;8;23
12042022NYK;NYK;46;W;48;92;35;86;40.7;5;29;17.2;17;21;81.0;14;40;54;17;21;6;3;16
12042022WAS;LAL;46;W;48;130;52;96;54.2;10;26;38.5;16;22;72.7;9;42;51;34;15;5;5;14
12052022DAL;DAL;47;W;48;130;44;84;52.4;20;41;48.8;22;26;84.6;10;31;41;23;13;7;6;23
12052022ATL;ATL;47;L;48;114;44;102;43.1;13;38;34.2;13;17;76.5;17;37;54;24;18;7;4;24
12052022CHA;CHA;47;L;48;117;47;98;48.0;12;34;35.3;11;17;64.7;14;35;49;29;10;8;4;16
12052022TOR;TOR;47;L;48;110;39;85;45.9;10;28;35.7;22;30;73.3;12;34;46;19;13;6;5;20
12052022ORL;ORL;47;L;48;102;34;93;36.6;8;32;25.0;26;29;89.7;15;37;52;21;14;8;2;19
12052022GSW;IND;47;W;48;112;43;90;47.8;15;39;38.5;11;18;61.1;7;40;47;26;17;3;8;18
12052022HOU;HOU;47;W;58;132;42;94;44.7;14;39;35.9;34;44;77.3;16;35;51;19;21;9;3;27
12052022GSW;GSW;47;L;48;104;38;94;40.4;13;44;29.5;15;19;78.9;12;35;47;26;12;6;6;19
12052022HOU;PHI;47;L;58;123;39;87;44.8;17;36;47.2;28;36;77.8;11;28;39;23;20;10;6;34
12052022TOR;BOS;47;W;48;116;44;90;48.9;13;36;36.1;15;21;71.4;13;36;49;27;11;6;3;22
12052022CHA;LAC;47;W;48;119;45;93;48.4;15;36;41.7;14;21;66.7;13;34;47;30;12;4;5;17
12052022DAL;PHX;47;L;48;111;40;91;44.0;13;37;35.1;18;26;69.2;13;28;41;28;13;5;5;16
12052022ATL;OKC;47;W;48;121;43;95;45.3;12;34;35.3;23;24;95.8;14;35;49;25;16;8;4;19
12052022MEM;MEM;47;W;48;101;42;90;46.7;8;32;25.0;9;9;100.0;4;37;41;23;12;10;5;14
12052022MEM;MIA;47;L;48;93;31;79;39.2;14;40;35.0;17;22;77.3;9;36;45;23;17;7;3;11
12052022ORL;MIL;47;W;48;109;38;85;44.7;13;40;32.5;20;26;76.9;7;38;45;31;17;9;4;20
12062022DEN;DAL;48;W;48;116;36;72;50.0;17;36;47.2;27;31;87.1;4;31;35;27;17;10;4;32
12062022MIA;MIA;48;L;48;96;33;77;42.9;10;32;31.3;20;26;76.9;7;33;40;21;15;7;2;20
12062022CLE;LAL;48;L;48;102;38;89;42.7;6;36;16.7;20;24;83.3;14;29;43;16;16;4;6;13
12062022MIA;DET;48;W;48;116;43;87;49.4;19;41;46.3;11;15;73.3;9;31;40;27;13;8;1;19
12062022CLE;CLE;48;W;48;116;48;93;51.6;7;27;25.9;13;17;76.5;9;35;44;25;8;11;3;20
12062022DEN;DEN;48;L;48;115;40;78;51.3;13;32;40.6;22;28;78.6;8;28;36;30;17;8;4;28
12072022ORL;ORL;49;W;53;116;40;95;42.1;8;28;28.6;28;31;90.3;16;37;53;20;13;8;5;21
12072022MEM;OKC;49;L;48;102;34;92;37.0;14;38;36.8;20;23;87.0;14;34;48;25;19;9;3;16
12072022ORL;LAC;49;L;53;111;39;95;41.1;15;41;36.6;18;26;69.2;17;36;53;26;17;3;9;19
12072022BKN;BKN;49;W;48;122;49;86;57.0;12;31;38.7;12;16;75.0;5;34;39;33;11;3;8;20
12072022MEM;MEM;49;W;48;123;48;94;51.1;14;38;36.8;13;16;81.3;10;40;50;32;17;13;9;19
12072022NOP;NOP;49;W;48;104;39;85;45.9;8;27;29.6;18;23;78.3;10;40;50;21;19;8;9;21
12072022MIL;SAC;49;L;48;113;43;91;47.3;12;38;31.6;15;16;93.8;8;32;40;19;8;2;4;17
12072022NYK;NYK;49;W;48;113;37;83;44.6;17;36;47.2;22;24;91.7;13;42;55;26;14;6;2;23
12072022PHX;BOS;49;W;48;125;49;101;48.5;16;45;35.6;11;13;84.6;11;42;53;29;13;14;3;20
12072022MIN;MIN;49;W;48;121;44;93;47.3;8;23;34.8;25;27;92.6;16;35;51;25;23;15;2;21
12072022NOP;DET;49;L;48;98;35;90;38.9;15;42;35.7;13;16;81.3;8;34;42;17;13;5;1;23
12072022CHI;WAS;49;L;48;111;41;84;48.8;9;31;29.0;20;29;69.0;6;32;38;22;18;12;6;16
12072022MIN;IND;49;L;48;115;39;81;48.1;19;42;45.2;18;24;75.0;4;27;31;22;19;10;4;17
12072022CHI;CHI;49;W;48;115;45;90;50.0;10;23;43.5;15;17;88.2;6;35;41;29;19;11;4;20
12072022TOR;TOR;49;W;48;126;47;106;44.3;12;43;27.9;20;24;83.3;17;37;54;25;11;10;5;22
12072022TOR;LAL;49;L;48;113;37;87;42.5;7;33;21.2;32;35;91.4;10;36;46;16;15;6;3;17
12072022NYK;ATL;49;L;48;89;32;85;37.6;6;36;16.7;19;24;79.2;11;28;39;16;11;4;6;17
12072022MIL;MIL;49;W;48;126;46;96;47.9;14;33;42.4;20;24;83.3;17;33;50;34;7;3;2;15
12072022PHX;PHX;49;L;48;98;37;93;39.8;8;32;25.0;16;19;84.2;13;36;49;19;18;5;4;17
12072022UTA;GSW;49;L;48;123;45;98;45.9;14;42;33.3;19;25;76.0;14;28;42;26;14;8;5;18
12072022UTA;UTA;49;W;48;124;46;86;53.5;15;35;42.9;17;21;81.0;9;31;40;26;17;6;7;17
12072022BKN;CHA;49;L;48;116;47;88;53.4;10;24;41.7;12;23;52.2;10;30;40;25;11;4;3;18
12082022SAS;SAS;50;W;48;118;46;83;55.4;13;36;36.1;13;15;86.7;7;31;38;25;17;5;7;19
12082022POR;POR;50;L;48;120;44;91;48.4;16;40;40.0;16;16;100.0;13;25;38;30;13;10;3;20
12082022MIA;LAC;50;L;48;110;37;80;46.3;17;36;47.2;19;21;90.5;7;36;43;24;16;3;3;16
12082022SAS;HOU;50;L;48;109;44;98;44.9;10;29;34.5;11;15;73.3;16;26;42;23;14;3;4;19
12082022POR;DEN;50;W;48;121;47;91;51.6;12;30;40.0;15;22;68.2;16;32;48;28;16;6;5;16
12082022MIA;MIA;50;W;48;115;46;90;51.1;12;32;37.5;11;14;78.6;7;36;43;24;8;11;1;20
12092022DAL;DAL;51;L;48;105;41;88;46.6;13;40;32.5;10;24;41.7;12;31;43;21;11;8;6;21
12092022DAL;MIL;51;W;48;106;38;87;43.7;11;32;34.4;19;23;82.6;13;38;51;27;17;5;4;21
12092022CHA;NYK;51;W;48;121;41;93;44.1;13;34;38.2;26;30;86.7;16;32;48;25;14;6;7;21
12092022ORL;ORL;51;W;48;113;42;71;59.2;10;26;38.5;19;21;90.5;3;40;43;24;20;3;4;27
12092022ORL;TOR;51;L;48;109;36;85;42.4;10;35;28.6;27;33;81.8;7;26;33;23;7;10;5;17
12092022BKN;BKN;51;W;48;120;45;83;54.2;13;30;43.3;17;21;81.0;9;29;38;30;21;10;5;18
12092022PHI;PHI;51;W;53;133;48;90;53.3;18;40;45.0;19;22;86.4;7;35;42;30;23;14;2;30
12092022CHA;CHA;51;L;48;102;37;84;44.0;6;26;23.1;22;28;78.6;12;33;45;16;13;8;6;26
12092022BKN;ATL;51;L;48;116;46;93;49.5;10;29;34.5;14;16;87.5;12;26;38;21;18;12;4;18
12092022MEM;MEM;51;W;48;114;44;91;48.4;9;32;28.1;17;32;53.1;12;36;48;30;14;11;8;19
12092022NOP;NOP;51;W;48;128;46;90;51.1;8;27;29.6;28;35;80.0;13;31;44;27;11;10;1;15
12092022CLE;SAC;51;W;48;106;35;66;53.0;16;33;48.5;20;32;62.5;5;33;38;21;19;11;5;22
12092022IND;IND;51;W;48;121;43;85;50.6;18;41;43.9;17;20;85.0;13;27;40;23;12;7;2;21
12092022UTA;MIN;51;W;48;118;42;79;53.2;14;35;40.0;20;26;76.9;6;38;44;30;17;7;3;21
12092022CLE;CLE;51;L;48;95;34;79;43.0;10;30;33.3;17;22;77.3;8;28;36;20;20;7;4;23
12092022MEM;DET;51;L;48;103;36;90;40.0;11;35;31.4;20;27;74.1;13;34;47;23;19;6;7;29
12092022UTA;UTA;51;L;48;108;39;90;43.3;13;44;29.5;17;24;70.8;12;28;40;22;11;9;0;20
12092022PHI;LAL;51;L;53;122;44;88;50.0;11;31;35.5;23;30;76.7;7;30;37;29;21;12;4;23
12092022NOP;PHX;51;L;48;117;43;86;50.0;22;44;50.0;9;13;69.2;8;29;37;30;17;6;3;25
12092022IND;WAS;51;L;48;111;41;77;53.2;10;29;34.5;19;25;76.0;12;26;38;25;14;6;3;19
12102022CLE;OKC;52;L;48;102;38;83;45.8;10;29;34.5;16;20;80.0;7;33;40;25;11;8;6;26
12102022CHI;CHI;52;W;48;144;54;85;63.5;19;34;55.9;17;24;70.8;4;40;44;33;10;8;5;17
12102022MIA;MIA;52;L;48;111;39;81;48.1;13;34;38.2;20;28;71.4;5;27;32;26;10;5;3;22
12102022IND;BKN;52;W;48;136;52;100;52.0;9;28;32.1;23;32;71.9;29;30;59;19;18;7;3;24
12102022GSW;BOS;52;L;48;107;38;87;43.7;12;40;30.0;19;26;73.1;6;33;39;17;10;8;6;14
12102022MIA;SAS;52;W;48;115;42;78;53.8;7;21;33.3;24;31;77.4;9;37;46;24;18;8;4;21
12102022DEN;DEN;52;W;48;115;47;86;54.7;8;26;30.8;13;16;81.3;6;33;39;28;9;5;8;17
12102022POR;POR;52;W;48;124;43;83;51.8;13;34;38.2;25;28;89.3;11;34;45;20;16;5;4;24
12102022WAS;LAC;52;W;48;114;40;94;42.6;19;48;39.6;15;16;93.8;9;33;42;22;10;9;7;16
12102022DEN;UTA;52;L;48;110;39;85;45.9;15;41;36.6;17;21;81.0;10;32;42;20;14;5;6;20
12102022CLE;CLE;52;W;48;110;40;85;47.1;12;32;37.5;18;26;69.2;12;36;48;25;13;6;4;14
12102022WAS;WAS;52;L;48;107;37;85;43.5;16;34;47.1;17;19;89.5;8;42;50;24;15;8;3;15
12102022IND;IND;52;L;48;133;47;85;55.3;21;44;47.7;18;24;75.0;7;23;30;30;19;10;3;27
12102022POR;MIN;52;L;48;118;45;83;54.2;10;23;43.5;18;24;75.0;4;24;28;22;13;11;4;21
12102022CHI;DAL;52;L;48;115;41;90;45.6;11;44;25.0;22;26;84.6;8;29;37;24;8;5;4;17
12102022GSW;GSW;52;W;48;123;47;92;51.1;13;39;33.3;16;20;80.0;11;42;53;26;15;3;6;20
12112022NYK;NYK;53;W;48;112;40;89;44.9;8;35;22.9;24;27;88.9;15;40;55;19;17;8;4;22
12112022PHI;PHI;53;W;48;131;46;83;55.4;13;27;48.1;26;32;81.3;9;32;41;31;16;6;6;24
12112022NOP;NOP;53;W;53;129;50;86;58.1;8;25;32.0;21;28;75.0;7;36;43;31;17;10;3;26
12112022PHI;CHA;53;L;48;113;38;93;40.9;11;30;36.7;26;30;86.7;15;30;45;21;16;12;3;24
12112022HOU;HOU;53;W;48;97;40;91;44.0;6;27;22.2;11;12;91.7;10;39;49;23;12;11;8;17
12112022DET;DET;53;L;48;117;43;93;46.2;17;45;37.8;14;17;82.4;10;30;40;28;12;9;3;19
12112022ORL;ORL;53;W;48;111;36;77;46.8;14;31;45.2;25;31;80.6;11;31;42;25;18;3;7;28
12112022DET;LAL;53;W;48;124;46;84;54.8;11;26;42.3;21;27;77.8;6;36;42;31;11;8;4;14
12112022ATL;ATL;53;W;53;123;47;98;48.0;13;39;33.3;16;21;76.2;8;37;45;28;15;3;6;22
12112022NOP;PHX;53;L;53;124;49;105;46.7;13;38;34.2;13;17;76.5;19;23;42;34;15;7;5;24
12112022ATL;CHI;53;L;53;122;48;100;48.0;7;27;25.9;19;23;82.6;13;40;53;28;19;11;6;21
12112022ORL;TOR;53;L;48;99;30;75;40.0;6;25;24.0;33;38;86.8;7;21;28;18;9;9;7;25
12112022HOU;MIL;53;L;48;92;33;90;36.7;12;43;27.9;14;18;77.8;13;39;52;18;16;5;6;12
12112022NYK;SAC;53;L;48;99;33;83;39.8;10;39;25.6;23;35;65.7;11;30;41;20;17;7;0;21
12122022WAS;WAS;54;L;48;100;37;79;46.8;11;31;35.5;15;22;68.2;6;38;44;21;20;6;2;16
12122022DAL;DAL;54;W;48;121;39;93;41.9;22;54;40.7;21;25;84.0;16;34;50;24;14;4;3;19
12122022WAS;BKN;54;W;48;112;44;89;49.4;8;27;29.6;16;18;88.9;7;34;41;25;13;8;7;20
12122022IND;IND;54;L;48;82;28;79;35.4;11;39;28.2;15;20;75.0;8;37;45;16;18;7;11;18
12122022POR;POR;54;W;48;133;48;89;53.9;21;46;45.7;16;21;76.2;11;43;54;32;19;4;4;21
12122022LAC;BOS;54;L;48;93;33;76;43.4;9;39;23.1;18;26;69.2;5;31;36;27;15;5;6;17
12122022IND;MIA;54;W;48;87;32;83;38.6;9;34;26.5;14;18;77.8;9;39;48;23;14;7;2;17
12122022POR;MIN;54;L;48;112;46;93;49.5;10;27;37.0;10;19;52.6;7;30;37;25;10;12;2;19
12122022MEM;MEM;54;W;48;128;50;83;60.2;13;32;40.6;15;18;83.3;5;44;49;36;23;8;12;17
12122022SAS;SAS;54;W;48;112;46;97;47.4;9;27;33.3;11;16;68.8;19;27;46;25;13;6;2;19
12122022DAL;OKC;54;L;48;114;42;88;47.7;10;31;32.3;20;21;95.2;10;32;42;21;13;4;1;22
12122022LAC;LAC;54;W;48;113;44;90;48.9;10;25;40.0;15;21;71.4;11;35;46;18;10;10;2;26
12122022MEM;ATL;54;L;48;103;37;104;35.6;12;37;32.4;17;22;77.3;20;19;39;20;16;13;1;17
12122022SAS;CLE;54;L;48;111;45;92;48.9;5;23;21.7;16;17;94.1;15;29;44;21;15;7;7;13
12132022MIL;GSW;55;L;48;111;38;95;40.0;20;50;40.0;15;19;78.9;12;25;37;25;18;7;2;22
12132022PHI;PHI;55;W;48;123;43;84;51.2;16;35;45.7;21;27;77.8;4;38;42;34;12;10;4;21
12132022LAL;LAL;55;L;53;118;44;93;47.3;8;29;27.6;22;30;73.3;7;42;49;23;12;7;9;17
12132022UTA;NOP;55;L;48;100;37;93;39.8;4;27;14.8;22;33;66.7;15;28;43;25;17;12;3;17
12132022LAL;BOS;55;W;53;122;46;104;44.2;19;48;39.6;11;16;68.8;13;38;51;27;14;6;2;22
12132022UTA;UTA;55;W;48;121;49;103;47.6;15;47;31.9;8;12;66.7;19;40;59;31;22;4;10;23
12132022PHI;SAC;55;L;48;103;38;92;41.3;10;42;23.8;17;20;85.0;13;35;48;21;17;5;4;22
12132022HOU;HOU;55;W;48;111;34;81;42.0;12;35;34.3;31;34;91.2;17;50;67;16;23;6;9;21
12132022MIL;MIL;55;W;48;128;45;82;54.9;12;29;41.4;26;32;81.3;12;43;55;22;23;8;5;18
12132022HOU;PHX;55;L;48;97;33;103;32.0;13;51;25.5;18;19;94.7;18;26;44;22;10;13;7;24
12142022TOR;TOR;56;L;48;123;47;94;50.0;6;21;28.6;23;27;85.2;11;28;39;25;7;8;7;18
12142022CHA;DET;56;W;53;141;48;93;51.6;18;40;45.0;27;36;75.0;12;40;52;25;16;0;8;29
12142022CHI;NYK;56;W;53;128;45;91;49.5;18;34;52.9;20;25;80.0;15;33;48;25;18;7;5;25
